,Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
35,0.665354,0,1.166453,-0.887515,2,4,0.300595,4,1,3,-0.819728,1.069502,-0.678049,0,-0.877232,3,4,2,-0.678774,0.155707,2,-0.327893,-0.339394,-0.368715,-0.03452,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
36,1.431867,1,0.164896,-0.764121,2,1,0.989486,2,1,3,-0.811654,-1.476116,-0.678049,1,-0.330589,3,3,0,-1.06447,-0.620189,3,-0.654454,-0.615492,-0.679146,-0.595227,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
37,-0.210661,0,0.216957,-0.887515,3,4,1.530758,3,1,4,-0.953802,-0.650157,-0.678049,0,-0.603911,3,1,0,-1.193036,0.155707,3,-0.817734,-0.615492,-0.058285,-0.595227,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
38,-0.101159,0,0.122751,-0.517332,4,2,0.79266,2,1,1,-0.65527,-0.174426,2.525591,1,-0.330589,3,4,1,-0.678774,0.155707,4,-0.981014,-0.891589,-0.679146,-1.155935,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
39,-0.429664,0,0.839212,-1.010909,3,3,-1.175601,4,2,1,-0.239449,-1.56283,-0.277594,0,1.036019,3,1,2,-0.164511,0.155707,3,-0.327893,-0.339394,-0.368715,-0.314873,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
40,-0.210661,0,-0.839141,-0.640727,2,3,0.448214,3,1,4,-0.967188,-0.478275,-0.678049,0,-0.877232,3,3,1,-1.321601,0.155707,3,-0.981014,-1.167687,-0.679146,-1.155935,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
41,-1.086676,0,1.084643,-0.887515,4,4,-1.618459,3,1,1,-0.884322,0.759188,-0.678049,0,-0.603911,3,4,1,-1.321601,2.483396,3,-0.981014,-1.167687,-0.679146,-1.155935,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42,-1.196177,1,1.374698,1.950552,3,1,-0.880361,1,1,3,-0.894521,-0.527746,-0.678049,0,-0.877232,3,3,0,-1.321601,-0.620189,2,-0.981014,-1.167687,-0.679146,-0.875581,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
43,-1.086676,0,0.474783,-0.14715,3,4,-1.421633,3,3,3,0.472355,-1.593468,-0.678049,0,-0.057267,3,4,0,-0.293077,-2.171982,3,0.325228,1.041095,-0.368715,0.806541,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
44,-0.75817,0,-0.202011,-1.010909,2,3,-0.388296,3,2,4,-0.529482,-0.496405,-0.678049,0,2.129306,4,4,0,0.09262,-0.620189,3,0.815068,1.041095,0.252146,0.806541,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
45,0.44635,1,1.382135,0.346427,3,2,-0.831155,3,5,3,2.771161,0.276429,-0.678049,0,-0.877232,3,4,0,1.50684,-2.171982,3,2.44787,2.97378,3.97731,1.086895,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
46,-0.320163,0,0.6508,1.703764,4,2,0.300595,3,2,3,-0.411132,-0.601389,-1.078504,0,1.309341,4,3,0,-0.164511,-0.620189,3,0.325228,0.212802,1.804297,0.806541,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
47,0.008343,0,-0.97797,1.210187,2,2,0.349801,3,1,2,-0.739624,-0.574265,0.523316,0,1.582663,4,1,0,-0.421642,-1.396086,3,-0.981014,-1.167687,-0.679146,-1.155935,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
48,0.99386,0,1.012749,-0.517332,4,1,1.579964,3,2,4,-0.155307,0.861782,0.523316,1,1.582663,4,3,0,0.349751,0.931603,3,0.325228,0.4889,-0.679146,1.086895,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
49,-0.210661,0,1.057373,-0.14715,1,4,-1.47084,4,1,4,-0.89962,-1.324051,-0.678049,0,1.036019,3,4,0,-1.321601,-0.620189,3,-0.981014,-1.167687,-0.679146,-0.875581,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
50,1.212863,1,-0.437526,-1.010909,2,1,1.579964,2,3,3,-0.238386,0.70002,2.525591,1,-0.603911,3,4,0,1.50684,-0.620189,3,-0.981014,-1.167687,-0.679146,-1.155935,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
51,-0.977174,1,1.565588,-0.517332,4,3,-0.781948,3,1,3,-0.650595,-0.44047,-0.678049,1,-0.603911,3,3,0,-1.193036,0.155707,2,-0.817734,-0.615492,-0.058285,-0.595227,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
52,0.774856,0,1.69946,-1.010909,5,2,0.448214,3,2,1,-0.222876,-1.448148,0.923771,1,1.582663,4,3,1,-0.293077,-0.620189,2,-0.491174,-0.339394,-0.368715,-0.314873,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
53,-0.210661,0,0.730131,0.223033,2,3,0.645041,2,3,1,0.718405,-0.844806,-0.277594,1,-0.603911,3,3,1,-0.164511,0.155707,3,-0.491174,-1.167687,-0.058285,-0.314873,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
54,-1.196177,0,1.5879,1.703764,3,3,-0.929568,2,2,4,-0.49846,1.001059,1.724681,1,1.036019,3,3,1,-0.807339,-0.620189,2,-0.817734,-0.615492,-0.679146,-1.155935,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
55,-0.429664,0,-0.712706,-1.010909,2,1,1.579964,3,3,4,1.477804,0.117056,-0.678049,1,-0.877232,3,3,0,0.478316,-1.396086,3,1.304909,2.697683,1.804297,2.20831,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
56,-0.210661,0,0.12523,1.086793,5,2,0.251388,3,3,1,0.545235,-0.46127,-0.678049,0,1.855984,4,4,1,-0.293077,0.155707,2,0.325228,1.041095,-0.368715,1.086895,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
57,-0.210661,0,0.841691,1.703764,4,3,-1.766079,3,1,1,-0.528845,0.237359,0.122861,1,-0.057267,3,3,1,-0.935905,0.155707,3,-0.817734,-0.615492,-0.058285,-0.595227,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
58,-0.648668,0,-0.365632,-0.270544,4,4,-0.880361,3,2,4,-0.124923,-0.672503,0.122861,0,1.855984,4,4,1,-0.164511,0.155707,2,-0.001333,0.764998,-0.368715,0.806541,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
59,0.008343,0,0.774755,-1.010909,4,1,-0.732742,2,2,3,-0.10835,-1.633662,-0.678049,0,0.762698,3,3,1,-0.550208,-0.620189,4,-0.001333,0.212802,-0.679146,0.806541,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
60,-0.539166,0,-0.930867,-1.010909,3,1,-1.618459,3,2,4,-0.072441,-0.482913,-0.678049,1,1.855984,4,2,1,-0.293077,0.155707,3,0.325228,1.041095,1.493867,1.086895,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
61,0.117845,0,-0.37059,2.444129,5,4,-0.781948,3,2,4,-0.87051,-1.244786,-0.678049,0,-1.150554,3,4,0,-0.164511,-0.620189,3,0.488508,-0.339394,2.114728,1.367249,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
62,1.431867,0,0.462388,-0.270544,2,2,-1.126394,2,5,3,2.600116,0.335597,0.923771,1,-0.877232,3,4,1,2.278234,-0.620189,2,3.264271,-0.339394,3.356449,1.086895,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
63,2.417384,0,1.568068,1.950552,3,1,1.629171,3,3,1,0.240965,-1.680744,1.724681,0,-1.150554,3,4,0,2.149668,0.155707,2,2.28459,3.249878,1.493867,1.367249,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
64,-0.101159,0,1.042498,-0.14715,3,3,-0.33909,3,3,3,0.76345,-0.85886,-0.678049,0,-0.603911,3,2,3,0.735447,-0.620189,3,1.631469,2.697683,3.046019,1.086895,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65,1.979376,0,0.083085,-0.14715,3,4,-1.618459,3,4,3,1.753601,0.761296,-0.277594,1,-0.330589,3,3,3,1.249709,-0.620189,3,-0.327893,-1.167687,-0.679146,-0.595227,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
66,-0.101159,0,0.973083,0.223033,3,2,1.432345,2,2,2,-0.000835,1.172518,-0.678049,0,-0.603911,3,3,0,-0.678774,0.155707,3,-0.164613,0.212802,-0.679146,-0.314873,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
67,0.884358,0,1.330074,-0.270544,3,2,-0.33909,3,3,1,0.684408,0.628766,-0.277594,0,0.489376,3,3,1,1.763972,-0.620189,3,-0.981014,-1.167687,-0.679146,-1.155935,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
68,-0.210661,0,-0.34332,-1.010909,3,2,0.645041,3,1,1,-0.915556,-1.186883,0.523316,0,-0.603911,3,4,1,-0.807339,-0.620189,2,-0.654454,-0.615492,-0.368715,-0.595227,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
69,-0.101159,1,-1.20109,-0.023755,3,4,0.645041,2,1,3,-0.661856,1.048983,-1.078504,1,0.489376,3,1,1,-1.193036,-2.171982,2,-0.981014,-1.167687,-0.679146,-1.155935,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
70,2.417384,0,1.047456,-1.010909,1,1,-0.437503,2,2,3,-0.218838,1.455287,1.724681,0,-1.150554,3,4,0,1.121144,-0.620189,2,-0.491174,-0.339394,-0.368715,-0.314873,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
71,-0.867672,0,1.302804,-0.887515,3,3,0.497421,3,1,2,-0.807404,-1.315056,-1.078504,0,2.129306,4,4,1,-0.678774,0.155707,3,-0.327893,-0.063296,-0.679146,-0.03452,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
72,-0.648668,0,0.692944,-1.010909,4,3,1.038693,3,1,2,-0.850325,0.627079,-0.678049,0,0.489376,3,2,0,-1.321601,0.931603,3,-0.981014,-0.891589,-0.368715,-1.155935,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
73,-0.539166,0,-0.630896,-1.010909,3,2,0.005356,3,2,2,-0.060117,-0.979163,-0.678049,0,0.489376,3,2,2,-0.164511,0.155707,3,0.488508,-0.063296,-0.679146,1.367249,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
74,-0.101159,0,-1.662203,-0.393938,3,2,-0.535916,4,1,4,-0.736224,1.080605,0.122861,0,-0.877232,3,2,0,-0.807339,0.155707,3,-0.981014,-1.167687,-0.679146,-1.155935,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
75,-0.648668,0,-0.140034,-0.14715,4,3,-0.240677,3,2,4,-0.441729,0.895091,-0.678049,0,2.129306,4,4,0,-0.035946,-0.620189,3,0.651788,0.764998,-0.368715,1.086895,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
76,-0.210661,0,-0.065661,-1.010909,4,3,-1.667666,2,2,1,-0.465526,1.223113,-1.078504,0,-0.330589,3,2,0,0.606882,-0.620189,3,1.304909,2.421585,-0.058285,1.086895,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
77,0.884358,0,-1.510977,-0.393938,4,4,-0.683535,3,3,1,1.432546,0.105953,0.523316,1,-0.330589,3,2,0,0.735447,0.155707,4,-1.144294,-1.167687,-0.679146,-1.155935,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
78,0.008343,0,-1.005241,-0.270544,4,1,-1.766079,3,3,3,1.521574,1.538206,0.523316,0,-0.603911,3,1,0,0.606882,0.155707,4,-0.327893,-0.615492,-0.679146,-0.595227,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
79,0.99386,0,0.353307,-0.517332,2,2,0.694247,3,2,2,-0.314879,-0.546438,2.125136,1,1.855984,4,4,1,0.606882,-0.620189,3,-0.491174,-0.615492,-0.679146,-0.595227,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
80,-0.75817,0,0.122751,-1.010909,1,4,-0.535916,2,2,4,-0.292569,0.236797,-0.678049,1,-0.877232,3,3,2,-0.164511,-1.396086,2,0.488508,1.041095,0.252146,-1.155935,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
81,-0.210661,0,1.020186,-1.010909,3,2,-1.766079,2,1,3,-0.774258,1.681558,-0.678049,0,0.762698,3,1,0,-0.678774,0.155707,3,-0.164613,-0.063296,-0.679146,-0.03452,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
82,1.979376,0,-1.714264,-1.010909,2,1,0.202182,3,3,4,0.793835,0.53109,0.122861,0,-0.330589,3,4,1,1.635406,0.931603,3,-0.981014,-1.167687,-0.368715,-1.155935,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
83,0.117845,0,-0.568919,-0.393938,3,2,0.645041,1,2,4,-0.249435,0.197305,1.724681,1,-0.877232,3,4,3,0.735447,0.155707,3,0.978348,1.869389,-0.368715,1.367249,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
84,-0.320163,0,0.868961,-1.010909,2,1,1.383138,3,2,2,-0.462764,0.481057,-0.678049,0,-0.057267,3,3,0,-0.807339,-0.620189,3,-0.327893,-0.615492,-0.368715,-0.314873,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
85,2.088878,0,1.481299,-0.270544,3,4,-0.831155,1,3,4,0.160861,1.03788,0.523316,0,-1.150554,3,1,0,3.306758,0.155707,2,-0.164613,-0.063296,-0.679146,-0.595227,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
86,-1.524683,0,-0.64825,-0.887515,1,3,-0.19147,3,1,1,-0.888359,-0.673908,0.122861,0,-0.603911,3,3,1,-1.06447,0.155707,3,-1.144294,-1.167687,-0.679146,-1.155935,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
87,1.541369,0,-0.918472,-0.023755,4,4,1.481551,3,1,4,-0.940841,0.620052,0.122861,0,2.129306,4,2,2,-0.164511,0.931603,3,-0.491174,-0.615492,-0.679146,-0.314873,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
88,-0.75817,0,-1.275463,-0.887515,3,3,1.629171,2,2,4,-0.499523,0.213186,-0.678049,0,1.036019,3,1,3,-0.035946,0.155707,3,0.651788,1.593291,2.425158,1.086895,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
89,0.99386,1,-0.330925,-0.023755,2,3,-0.093057,2,3,4,0.662098,-0.100782,-0.678049,0,0.216054,3,4,0,-0.293077,0.155707,3,0.325228,1.041095,0.562576,0.806541,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1
90,0.336849,0,-0.67552,-1.010909,4,3,0.595834,2,4,2,1.487365,-0.027842,-0.678049,0,1.855984,4,4,1,1.378275,0.155707,2,2.44787,-0.339394,2.735589,1.927956,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
91,1.541369,0,-0.422652,1.456975,4,3,0.251388,3,2,4,-0.225638,-0.827801,-1.078504,1,1.855984,4,4,0,-0.035946,-0.620189,1,0.488508,0.764998,-0.368715,-1.155935,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
